Vout, Iout
0.47947947947947944,-5.79e-05
0.4814814814814814,-5.79e-05
0.4834834834834836,-5.79e-05
0.48548548548548554,-5.78e-05
0.4874874874874875,-5.77e-05
0.48948948948948945,-5.78e-05
0.4914914914914914,-5.78e-05
0.4934934934934936,-5.77e-05
0.49549549549549554,-5.78e-05
0.4974974974974975,-5.78e-05
0.49949949949949946,-5.79e-05
0.5015015015015014,-5.79e-05
0.5035035035035036,-5.79e-05
0.5055055055055055,-5.79e-05
0.5075075075075075,-5.79e-05
0.5095095095095095,-5.79e-05
0.5115115115115114,-5.79e-05
0.5135135135135136,-5.79e-05
0.5155155155155156,-5.79e-05
0.5175175175175175,-5.79e-05
0.5195195195195195,-5.79e-05
0.5215215215215214,-5.79e-05
0.5235235235235236,-5.8e-05
0.5255255255255256,-5.79e-05
0.5275275275275275,-5.79e-05
0.5295295295295295,-5.79e-05
0.5315315315315314,-5.79e-05
0.5335335335335336,-5.79e-05
0.5355355355355356,-5.79e-05
0.5375375375375375,-5.8e-05
0.5395395395395395,-5.8e-05
0.5415415415415414,-5.8e-05
0.5435435435435436,-5.8e-05
0.5455455455455456,-5.8e-05
0.5475475475475475,-5.8e-05
0.5495495495495495,-5.8e-05
0.5515515515515514,-5.8e-05
0.5535535535535536,-5.8e-05
0.5555555555555556,-5.8e-05
0.5575575575575575,-5.8e-05
0.5595595595595595,-5.8e-05
0.5615615615615615,-5.8e-05
0.5635635635635636,-5.8e-05
0.5655655655655656,-5.8e-05
0.5675675675675675,-5.8e-05
0.5695695695695695,-5.8e-05
0.5715715715715715,-5.8e-05
0.5735735735735736,-5.8e-05
0.5755755755755756,-5.8e-05
0.5775775775775776,-5.81e-05
0.5795795795795795,-5.8e-05
0.5815815815815815,-5.8e-05
0.5835835835835836,-5.8e-05
0.5855855855855856,-5.8e-05
0.5875875875875876,-5.8e-05
0.5895895895895895,-5.81e-05
0.5915915915915915,-5.8e-05
0.5935935935935936,-5.8e-05
0.5955955955955956,-5.81e-05
0.5975975975975976,-5.81e-05
0.5995995995995995,-5.81e-05
0.6016016016016015,-5.8e-05
0.6036036036036037,-5.81e-05
0.6056056056056056,-5.81e-05
0.6076076076076076,-5.81e-05
0.6096096096096095,-5.81e-05
0.6116116116116117,-5.81e-05
0.6136136136136137,-5.81e-05
0.6156156156156156,-5.81e-05
0.6176176176176176,-5.81e-05
0.6196196196196195,-5.81e-05
0.6216216216216217,-5.81e-05
0.6236236236236237,-5.81e-05
0.6256256256256256,-5.81e-05
0.6276276276276276,-5.81e-05
0.6296296296296295,-5.81e-05
0.6316316316316317,-5.81e-05
0.6336336336336337,-5.81e-05
0.6356356356356356,-5.81e-05
0.6376376376376376,-5.8e-05
0.6396396396396395,-5.81e-05
0.6416416416416417,-5.81e-05
0.6436436436436437,-5.81e-05
